name,time,currentVisitors
Laugardalslaug,2021-11-05T13:20:02Z,77
Sundhöll Reykjavíkur,2021-11-05T13:20:02Z,171
Vesturbæjarlaug,2021-11-05T13:20:02Z,199
Árbæjarlaug,2021-11-05T13:25:02Z,122
Breiðholtslaug,2021-11-05T13:25:02Z,129
Grafarvogslaug,2021-11-05T13:25:02Z,98
Laugardalslaug,2021-11-05T13:25:02Z,76
Sundhöll Reykjavíkur,2021-11-05T13:25:02Z,173
Vesturbæjarlaug,2021-11-05T13:25:02Z,203
Árbæjarlaug,2021-11-05T13:30:02Z,122
Breiðholtslaug,2021-11-05T13:30:02Z,131
Grafarvogslaug,2021-11-05T13:30:02Z,99
Laugardalslaug,2021-11-05T13:30:02Z,76
Sundhöll Reykjavíkur,2021-11-05T13:30:02Z,175
Vesturbæjarlaug,2021-11-05T13:30:02Z,207
Árbæjarlaug,2021-11-05T13:35:02Z,122
Breiðholtslaug,2021-11-05T13:35:02Z,132
Grafarvogslaug,2021-11-05T13:35:02Z,99
Laugardalslaug,2021-11-05T13:35:02Z,77
Sundhöll Reykjavíkur,2021-11-05T13:35:02Z,178
Vesturbæjarlaug,2021-11-05T13:35:02Z,208
Árbæjarlaug,2021-11-05T13:40:02Z,122
Breiðholtslaug,2021-11-05T13:40:02Z,135
Grafarvogslaug,2021-11-05T13:40:02Z,99
Laugardalslaug,2021-11-05T13:40:02Z,75
Sundhöll Reykjavíkur,2021-11-05T13:40:02Z,181
Vesturbæjarlaug,2021-11-05T13:40:02Z,208
Árbæjarlaug,2021-11-05T13:45:02Z,123
Breiðholtslaug,2021-11-05T13:45:02Z,139
Grafarvogslaug,2021-11-05T13:45:02Z,99
Laugardalslaug,2021-11-05T13:45:02Z,77
Sundhöll Reykjavíkur,2021-11-05T13:45:02Z,183
Vesturbæjarlaug,2021-11-05T13:45:02Z,208
Árbæjarlaug,2021-11-05T13:50:02Z,123
Breiðholtslaug,2021-11-05T13:50:02Z,140
Grafarvogslaug,2021-11-05T13:50:02Z,100
Laugardalslaug,2021-11-05T13:50:02Z,81
Sundhöll Reykjavíkur,2021-11-05T13:50:02Z,183
Vesturbæjarlaug,2021-11-05T13:50:02Z,209
Árbæjarlaug,2021-11-05T13:55:02Z,125
Breiðholtslaug,2021-11-05T13:55:02Z,141
Grafarvogslaug,2021-11-05T13:55:02Z,101
Laugardalslaug,2021-11-05T13:55:02Z,84
Sundhöll Reykjavíkur,2021-11-05T13:55:02Z,187
Vesturbæjarlaug,2021-11-05T13:55:02Z,211
Árbæjarlaug,2021-11-05T14:00:02Z,125
Breiðholtslaug,2021-11-05T14:00:02Z,142
Grafarvogslaug,2021-11-05T14:00:02Z,104
Laugardalslaug,2021-11-05T14:00:02Z,83
Sundhöll Reykjavíkur,2021-11-05T14:00:02Z,191
Vesturbæjarlaug,2021-11-05T14:00:02Z,214
Árbæjarlaug,2021-11-05T14:05:02Z,130
Breiðholtslaug,2021-11-05T14:05:02Z,143
Grafarvogslaug,2021-11-05T14:05:02Z,105
Laugardalslaug,2021-11-05T14:05:02Z,86
Sundhöll Reykjavíkur,2021-11-05T14:05:02Z,195
Vesturbæjarlaug,2021-11-05T14:05:02Z,217
Árbæjarlaug,2021-11-05T14:10:02Z,132
Breiðholtslaug,2021-11-05T14:10:02Z,143
Grafarvogslaug,2021-11-05T14:10:02Z,106
Laugardalslaug,2021-11-05T14:10:02Z,86
Sundhöll Reykjavíkur,2021-11-05T14:10:02Z,195
Vesturbæjarlaug,2021-11-05T14:10:02Z,220
Árbæjarlaug,2021-11-05T14:15:02Z,135
Breiðholtslaug,2021-11-05T14:15:02Z,144
Grafarvogslaug,2021-11-05T14:15:02Z,109
Laugardalslaug,2021-11-05T14:15:02Z,86
Sundhöll Reykjavíkur,2021-11-05T14:15:02Z,196
Vesturbæjarlaug,2021-11-05T14:15:02Z,223
Árbæjarlaug,2021-11-05T14:20:02Z,137
Breiðholtslaug,2021-11-05T14:20:02Z,145
Grafarvogslaug,2021-11-05T14:20:02Z,109
Laugardalslaug,2021-11-05T14:20:02Z,89
Sundhöll Reykjavíkur,2021-11-05T14:20:02Z,199
Vesturbæjarlaug,2021-11-05T14:20:02Z,223
Árbæjarlaug,2021-11-05T14:25:02Z,138
Breiðholtslaug,2021-11-05T14:25:02Z,146
Grafarvogslaug,2021-11-05T14:25:02Z,109
Laugardalslaug,2021-11-05T14:25:02Z,92
Sundhöll Reykjavíkur,2021-11-05T14:25:02Z,199
Vesturbæjarlaug,2021-11-05T14:25:02Z,223
Árbæjarlaug,2021-11-05T14:30:02Z,139
Breiðholtslaug,2021-11-05T14:30:02Z,148
Grafarvogslaug,2021-11-05T14:30:02Z,111
Laugardalslaug,2021-11-05T14:30:02Z,95
Sundhöll Reykjavíkur,2021-11-05T14:30:02Z,202
Vesturbæjarlaug,2021-11-05T14:30:02Z,225
Árbæjarlaug,2021-11-05T14:35:02Z,140
Breiðholtslaug,2021-11-05T14:35:02Z,150
Grafarvogslaug,2021-11-05T14:35:02Z,116
Laugardalslaug,2021-11-05T14:35:02Z,97
Sundhöll Reykjavíkur,2021-11-05T14:35:02Z,206
Vesturbæjarlaug,2021-11-05T14:35:02Z,230
Árbæjarlaug,2021-11-05T14:40:02Z,141
Breiðholtslaug,2021-11-05T14:40:02Z,151
Grafarvogslaug,2021-11-05T14:40:02Z,117
Laugardalslaug,2021-11-05T14:40:02Z,100
Sundhöll Reykjavíkur,2021-11-05T14:40:02Z,207
Vesturbæjarlaug,2021-11-05T14:40:02Z,232
Árbæjarlaug,2021-11-05T14:45:02Z,143
Breiðholtslaug,2021-11-05T14:45:02Z,151
Grafarvogslaug,2021-11-05T14:45:02Z,118
Laugardalslaug,2021-11-05T14:45:02Z,101
Sundhöll Reykjavíkur,2021-11-05T14:45:02Z,208
Vesturbæjarlaug,2021-11-05T14:45:02Z,234
Árbæjarlaug,2021-11-05T14:50:02Z,144
Breiðholtslaug,2021-11-05T14:50:02Z,151
Grafarvogslaug,2021-11-05T14:50:02Z,118
Laugardalslaug,2021-11-05T14:50:02Z,106
Sundhöll Reykjavíkur,2021-11-05T14:50:02Z,209
Vesturbæjarlaug,2021-11-05T14:50:02Z,238
Árbæjarlaug,2021-11-05T14:55:02Z,144
Breiðholtslaug,2021-11-05T14:55:02Z,153
Grafarvogslaug,2021-11-05T14:55:02Z,120
Laugardalslaug,2021-11-05T14:55:02Z,107
Sundhöll Reykjavíkur,2021-11-05T14:55:02Z,211
Vesturbæjarlaug,2021-11-05T14:55:02Z,243
Árbæjarlaug,2021-11-05T15:00:03Z,144
Breiðholtslaug,2021-11-05T15:00:03Z,155
Grafarvogslaug,2021-11-05T15:00:03Z,122
Laugardalslaug,2021-11-05T15:00:03Z,104
Sundhöll Reykjavíkur,2021-11-05T15:00:03Z,213
Vesturbæjarlaug,2021-11-05T15:00:03Z,244
Árbæjarlaug,2021-11-05T15:05:02Z,147
Breiðholtslaug,2021-11-05T15:05:02Z,155
Grafarvogslaug,2021-11-05T15:05:02Z,122
Laugardalslaug,2021-11-05T15:05:02Z,106
Sundhöll Reykjavíkur,2021-11-05T15:05:02Z,217
Vesturbæjarlaug,2021-11-05T15:05:02Z,244
Árbæjarlaug,2021-11-05T15:10:02Z,147
Breiðholtslaug,2021-11-05T15:10:02Z,155
Grafarvogslaug,2021-11-05T15:10:02Z,124
Laugardalslaug,2021-11-05T15:10:02Z,105
Sundhöll Reykjavíkur,2021-11-05T15:10:02Z,221
Vesturbæjarlaug,2021-11-05T15:10:02Z,244
Árbæjarlaug,2021-11-05T15:15:02Z,148
Breiðholtslaug,2021-11-05T15:15:02Z,156
Grafarvogslaug,2021-11-05T15:15:02Z,129
Laugardalslaug,2021-11-05T15:15:02Z,105
Sundhöll Reykjavíkur,2021-11-05T15:15:02Z,223
Vesturbæjarlaug,2021-11-05T15:15:02Z,247
Árbæjarlaug,2021-11-05T15:20:02Z,150
Breiðholtslaug,2021-11-05T15:20:02Z,157
Grafarvogslaug,2021-11-05T15:20:02Z,130
Laugardalslaug,2021-11-05T15:20:02Z,105
Sundhöll Reykjavíkur,2021-11-05T15:20:02Z,225
Vesturbæjarlaug,2021-11-05T15:20:02Z,251
Árbæjarlaug,2021-11-05T15:25:02Z,151
Breiðholtslaug,2021-11-05T15:25:02Z,157
Grafarvogslaug,2021-11-05T15:25:02Z,130
Laugardalslaug,2021-11-05T15:25:02Z,103
Sundhöll Reykjavíkur,2021-11-05T15:25:02Z,228
Vesturbæjarlaug,2021-11-05T15:25:02Z,254
Árbæjarlaug,2021-11-05T15:30:02Z,153
Breiðholtslaug,2021-11-05T15:30:02Z,158
Grafarvogslaug,2021-11-05T15:30:02Z,131
Laugardalslaug,2021-11-05T15:30:02Z,106
Sundhöll Reykjavíkur,2021-11-05T15:30:02Z,232
Vesturbæjarlaug,2021-11-05T15:30:02Z,256
Árbæjarlaug,2021-11-05T15:35:02Z,157
Breiðholtslaug,2021-11-05T15:35:02Z,158
Grafarvogslaug,2021-11-05T15:35:02Z,131
Laugardalslaug,2021-11-05T15:35:02Z,106
Sundhöll Reykjavíkur,2021-11-05T15:35:02Z,236
Vesturbæjarlaug,2021-11-05T15:35:02Z,258
Árbæjarlaug,2021-11-05T15:40:02Z,158
Breiðholtslaug,2021-11-05T15:40:02Z,160
Grafarvogslaug,2021-11-05T15:40:02Z,134
Laugardalslaug,2021-11-05T15:40:02Z,109
Sundhöll Reykjavíkur,2021-11-05T15:40:02Z,236
Vesturbæjarlaug,2021-11-05T15:40:02Z,260
Árbæjarlaug,2021-11-05T15:45:02Z,159
Breiðholtslaug,2021-11-05T15:45:02Z,160
Grafarvogslaug,2021-11-05T15:45:02Z,135
Laugardalslaug,2021-11-05T15:45:02Z,111
Sundhöll Reykjavíkur,2021-11-05T15:45:02Z,237
Vesturbæjarlaug,2021-11-05T15:45:02Z,264
Árbæjarlaug,2021-11-05T15:50:02Z,165
Breiðholtslaug,2021-11-05T15:50:02Z,161
Grafarvogslaug,2021-11-05T15:50:02Z,136
Laugardalslaug,2021-11-05T15:50:02Z,116
Sundhöll Reykjavíkur,2021-11-05T15:50:02Z,240
Vesturbæjarlaug,2021-11-05T15:50:02Z,268
Árbæjarlaug,2021-11-05T15:55:02Z,166
Breiðholtslaug,2021-11-05T15:55:02Z,162
Grafarvogslaug,2021-11-05T15:55:02Z,139
Laugardalslaug,2021-11-05T15:55:02Z,121
Sundhöll Reykjavíkur,2021-11-05T15:55:02Z,244
Vesturbæjarlaug,2021-11-05T15:55:02Z,272
Árbæjarlaug,2021-11-05T16:00:03Z,166
Breiðholtslaug,2021-11-05T16:00:03Z,165
Grafarvogslaug,2021-11-05T16:00:03Z,143
Laugardalslaug,2021-11-05T16:00:03Z,131
Sundhöll Reykjavíkur,2021-11-05T16:00:03Z,247
Vesturbæjarlaug,2021-11-05T16:00:03Z,274
Árbæjarlaug,2021-11-05T16:05:02Z,167
Breiðholtslaug,2021-11-05T16:05:02Z,168
Grafarvogslaug,2021-11-05T16:05:02Z,144
Laugardalslaug,2021-11-05T16:05:02Z,135
Sundhöll Reykjavíkur,2021-11-05T16:05:02Z,248
Vesturbæjarlaug,2021-11-05T16:05:02Z,277
Árbæjarlaug,2021-11-05T16:10:02Z,168
Breiðholtslaug,2021-11-05T16:10:02Z,171
Grafarvogslaug,2021-11-05T16:10:02Z,147
Laugardalslaug,2021-11-05T16:10:02Z,139
Sundhöll Reykjavíkur,2021-11-05T16:10:02Z,251
Vesturbæjarlaug,2021-11-05T16:10:02Z,281
Árbæjarlaug,2021-11-05T16:15:02Z,169
Breiðholtslaug,2021-11-05T16:15:02Z,174
Grafarvogslaug,2021-11-05T16:15:02Z,147
Laugardalslaug,2021-11-05T16:15:02Z,139
Sundhöll Reykjavíkur,2021-11-05T16:15:02Z,252
Vesturbæjarlaug,2021-11-05T16:15:02Z,284
Árbæjarlaug,2021-11-05T16:20:02Z,170
Breiðholtslaug,2021-11-05T16:20:02Z,175
Grafarvogslaug,2021-11-05T16:20:02Z,150
Laugardalslaug,2021-11-05T16:20:02Z,141
Sundhöll Reykjavíkur,2021-11-05T16:20:02Z,254
Vesturbæjarlaug,2021-11-05T16:20:02Z,293
Árbæjarlaug,2021-11-05T16:25:02Z,172
Breiðholtslaug,2021-11-05T16:25:02Z,176
Grafarvogslaug,2021-11-05T16:25:02Z,150
Laugardalslaug,2021-11-05T16:25:02Z,143
Sundhöll Reykjavíkur,2021-11-05T16:25:02Z,256
Vesturbæjarlaug,2021-11-05T16:25:02Z,301
Árbæjarlaug,2021-11-05T16:30:02Z,174
Breiðholtslaug,2021-11-05T16:30:02Z,176
Grafarvogslaug,2021-11-05T16:30:02Z,150
Laugardalslaug,2021-11-05T16:30:02Z,148
Sundhöll Reykjavíkur,2021-11-05T16:30:02Z,258
Vesturbæjarlaug,2021-11-05T16:30:02Z,306
Árbæjarlaug,2021-11-05T16:35:02Z,175
Breiðholtslaug,2021-11-05T16:35:02Z,176
Grafarvogslaug,2021-11-05T16:35:02Z,150
Laugardalslaug,2021-11-05T16:35:02Z,155
Sundhöll Reykjavíkur,2021-11-05T16:35:02Z,262
Vesturbæjarlaug,2021-11-05T16:35:02Z,308
Árbæjarlaug,2021-11-05T16:40:02Z,177
Breiðholtslaug,2021-11-05T16:40:02Z,178
Grafarvogslaug,2021-11-05T16:40:02Z,153
Laugardalslaug,2021-11-05T16:40:02Z,155
Sundhöll Reykjavíkur,2021-11-05T16:40:02Z,265
Vesturbæjarlaug,2021-11-05T16:40:02Z,312
Árbæjarlaug,2021-11-05T16:45:02Z,177
Breiðholtslaug,2021-11-05T16:45:02Z,178
Grafarvogslaug,2021-11-05T16:45:02Z,153
Laugardalslaug,2021-11-05T16:45:02Z,155
Sundhöll Reykjavíkur,2021-11-05T16:45:02Z,266
Vesturbæjarlaug,2021-11-05T16:45:02Z,321
Árbæjarlaug,2021-11-05T16:50:02Z,177
Breiðholtslaug,2021-11-05T16:50:02Z,180
Grafarvogslaug,2021-11-05T16:50:02Z,154
Laugardalslaug,2021-11-05T16:50:02Z,161
Sundhöll Reykjavíkur,2021-11-05T16:50:02Z,272
Vesturbæjarlaug,2021-11-05T16:50:02Z,328
Árbæjarlaug,2021-11-05T16:55:02Z,177
Breiðholtslaug,2021-11-05T16:55:02Z,184
Grafarvogslaug,2021-11-05T16:55:02Z,154
Laugardalslaug,2021-11-05T16:55:02Z,164
Sundhöll Reykjavíkur,2021-11-05T16:55:02Z,274
Vesturbæjarlaug,2021-11-05T16:55:02Z,332
Árbæjarlaug,2021-11-05T17:00:03Z,178
Breiðholtslaug,2021-11-05T17:00:03Z,185
Grafarvogslaug,2021-11-05T17:00:03Z,154
Laugardalslaug,2021-11-05T17:00:03Z,169
Sundhöll Reykjavíkur,2021-11-05T17:00:03Z,281
Vesturbæjarlaug,2021-11-05T17:00:03Z,334
Árbæjarlaug,2021-11-05T17:05:02Z,179
Breiðholtslaug,2021-11-05T17:05:02Z,187
Grafarvogslaug,2021-11-05T17:05:02Z,160
Laugardalslaug,2021-11-05T17:05:02Z,171
Sundhöll Reykjavíkur,2021-11-05T17:05:02Z,285
Vesturbæjarlaug,2021-11-05T17:05:02Z,336
Árbæjarlaug,2021-11-05T17:10:02Z,179
Breiðholtslaug,2021-11-05T17:10:02Z,190
Grafarvogslaug,2021-11-05T17:10:02Z,162
Laugardalslaug,2021-11-05T17:10:02Z,168
Sundhöll Reykjavíkur,2021-11-05T17:10:02Z,294
Vesturbæjarlaug,2021-11-05T17:10:02Z,339
Árbæjarlaug,2021-11-05T17:15:02Z,180
Breiðholtslaug,2021-11-05T17:15:02Z,192
Grafarvogslaug,2021-11-05T17:15:02Z,164
Laugardalslaug,2021-11-05T17:15:02Z,177
Sundhöll Reykjavíkur,2021-11-05T17:15:02Z,296
Vesturbæjarlaug,2021-11-05T17:15:02Z,340
Árbæjarlaug,2021-11-05T17:20:02Z,182
Breiðholtslaug,2021-11-05T17:20:02Z,197
Grafarvogslaug,2021-11-05T17:20:02Z,166
Laugardalslaug,2021-11-05T17:20:02Z,185
Sundhöll Reykjavíkur,2021-11-05T17:20:02Z,299
Vesturbæjarlaug,2021-11-05T17:20:02Z,345
Árbæjarlaug,2021-11-05T17:25:02Z,182
Breiðholtslaug,2021-11-05T17:25:02Z,202
Grafarvogslaug,2021-11-05T17:25:02Z,166
Laugardalslaug,2021-11-05T17:25:02Z,206
Sundhöll Reykjavíkur,2021-11-05T17:25:02Z,300
Vesturbæjarlaug,2021-11-05T17:25:02Z,349
Árbæjarlaug,2021-11-05T17:30:02Z,183
Breiðholtslaug,2021-11-05T17:30:02Z,207
Grafarvogslaug,2021-11-05T17:30:02Z,167
Laugardalslaug,2021-11-05T17:30:02Z,212
Sundhöll Reykjavíkur,2021-11-05T17:30:02Z,303
Vesturbæjarlaug,2021-11-05T17:30:02Z,352
Árbæjarlaug,2021-11-05T17:35:02Z,184
Breiðholtslaug,2021-11-05T17:35:02Z,207
Grafarvogslaug,2021-11-05T17:35:02Z,168
Laugardalslaug,2021-11-05T17:35:02Z,218
Sundhöll Reykjavíkur,2021-11-05T17:35:02Z,306
Vesturbæjarlaug,2021-11-05T17:35:02Z,353
Árbæjarlaug,2021-11-05T17:40:02Z,185
Breiðholtslaug,2021-11-05T17:40:02Z,209
Grafarvogslaug,2021-11-05T17:40:02Z,172
Laugardalslaug,2021-11-05T17:40:02Z,215
Sundhöll Reykjavíkur,2021-11-05T17:40:02Z,310
Vesturbæjarlaug,2021-11-05T17:40:02Z,354
Árbæjarlaug,2021-11-05T17:45:03Z,186
Breiðholtslaug,2021-11-05T17:45:03Z,209
Grafarvogslaug,2021-11-05T17:45:03Z,172
Laugardalslaug,2021-11-05T17:45:03Z,217
Sundhöll Reykjavíkur,2021-11-05T17:45:03Z,310
Vesturbæjarlaug,2021-11-05T17:45:03Z,359
Árbæjarlaug,2021-11-05T17:50:02Z,189
Breiðholtslaug,2021-11-05T17:50:02Z,210
Grafarvogslaug,2021-11-05T17:50:02Z,175
Laugardalslaug,2021-11-05T17:50:02Z,221
Sundhöll Reykjavíkur,2021-11-05T17:50:02Z,312
Vesturbæjarlaug,2021-11-05T17:50:02Z,364
Árbæjarlaug,2021-11-05T17:55:02Z,192
Breiðholtslaug,2021-11-05T17:55:02Z,212
Grafarvogslaug,2021-11-05T17:55:02Z,177
Laugardalslaug,2021-11-05T17:55:02Z,229
Sundhöll Reykjavíkur,2021-11-05T17:55:02Z,317
Vesturbæjarlaug,2021-11-05T17:55:02Z,366
Árbæjarlaug,2021-11-05T18:00:03Z,194
Breiðholtslaug,2021-11-05T18:00:03Z,214
Grafarvogslaug,2021-11-05T18:00:03Z,178
Laugardalslaug,2021-11-05T18:00:03Z,227
Sundhöll Reykjavíkur,2021-11-05T18:00:03Z,317
Vesturbæjarlaug,2021-11-05T18:00:03Z,368
Árbæjarlaug,2021-11-05T18:05:02Z,194
Breiðholtslaug,2021-11-05T18:05:02Z,215
Grafarvogslaug,2021-11-05T18:05:02Z,178
Laugardalslaug,2021-11-05T18:05:02Z,221
Sundhöll Reykjavíkur,2021-11-05T18:05:02Z,321
Vesturbæjarlaug,2021-11-05T18:05:02Z,370
Árbæjarlaug,2021-11-05T18:10:02Z,194
Breiðholtslaug,2021-11-05T18:10:02Z,216
Grafarvogslaug,2021-11-05T18:10:02Z,178
Laugardalslaug,2021-11-05T18:10:02Z,215
Sundhöll Reykjavíkur,2021-11-05T18:10:02Z,323
Vesturbæjarlaug,2021-11-05T18:10:02Z,371
Árbæjarlaug,2021-11-05T18:15:02Z,194
Breiðholtslaug,2021-11-05T18:15:02Z,219
Grafarvogslaug,2021-11-05T18:15:02Z,180
Laugardalslaug,2021-11-05T18:15:02Z,208
Sundhöll Reykjavíkur,2021-11-05T18:15:02Z,326
Vesturbæjarlaug,2021-11-05T18:15:02Z,373
Árbæjarlaug,2021-11-05T18:20:03Z,197
Breiðholtslaug,2021-11-05T18:20:03Z,220
Grafarvogslaug,2021-11-05T18:20:03Z,183
Laugardalslaug,2021-11-05T18:20:03Z,203
Sundhöll Reykjavíkur,2021-11-05T18:20:03Z,326
Vesturbæjarlaug,2021-11-05T18:20:03Z,376
Árbæjarlaug,2021-11-05T18:25:02Z,199
Breiðholtslaug,2021-11-05T18:25:02Z,221
Grafarvogslaug,2021-11-05T18:25:02Z,185
Laugardalslaug,2021-11-05T18:25:02Z,206
Sundhöll Reykjavíkur,2021-11-05T18:25:02Z,331
Vesturbæjarlaug,2021-11-05T18:25:02Z,381
Árbæjarlaug,2021-11-05T18:30:02Z,201
Breiðholtslaug,2021-11-05T18:30:02Z,222
Grafarvogslaug,2021-11-05T18:30:02Z,188
Laugardalslaug,2021-11-05T18:30:02Z,200
Sundhöll Reykjavíkur,2021-11-05T18:30:02Z,333
Vesturbæjarlaug,2021-11-05T18:30:02Z,381
Árbæjarlaug,2021-11-05T18:35:02Z,203
Breiðholtslaug,2021-11-05T18:35:02Z,223
Grafarvogslaug,2021-11-05T18:35:02Z,189
Laugardalslaug,2021-11-05T18:35:02Z,198
Sundhöll Reykjavíkur,2021-11-05T18:35:02Z,336
Vesturbæjarlaug,2021-11-05T18:35:02Z,384
Árbæjarlaug,2021-11-05T18:40:03Z,204
Breiðholtslaug,2021-11-05T18:40:03Z,224
Grafarvogslaug,2021-11-05T18:40:03Z,189
Laugardalslaug,2021-11-05T18:40:03Z,195
Sundhöll Reykjavíkur,2021-11-05T18:40:03Z,339
Vesturbæjarlaug,2021-11-05T18:40:03Z,392
Árbæjarlaug,2021-11-05T18:45:02Z,208
Breiðholtslaug,2021-11-05T18:45:02Z,228
Grafarvogslaug,2021-11-05T18:45:02Z,189
Laugardalslaug,2021-11-05T18:45:02Z,195
Sundhöll Reykjavíkur,2021-11-05T18:45:02Z,339
Vesturbæjarlaug,2021-11-05T18:45:02Z,393
Árbæjarlaug,2021-11-05T18:50:02Z,210
Breiðholtslaug,2021-11-05T18:50:02Z,228
Grafarvogslaug,2021-11-05T18:50:02Z,190
Laugardalslaug,2021-11-05T18:50:02Z,196
Sundhöll Reykjavíkur,2021-11-05T18:50:02Z,342
Vesturbæjarlaug,2021-11-05T18:50:02Z,400
Árbæjarlaug,2021-11-05T18:55:02Z,210
Breiðholtslaug,2021-11-05T18:55:02Z,229
Grafarvogslaug,2021-11-05T18:55:02Z,191
Laugardalslaug,2021-11-05T18:55:02Z,195
Sundhöll Reykjavíkur,2021-11-05T18:55:02Z,345
Vesturbæjarlaug,2021-11-05T18:55:02Z,401
Árbæjarlaug,2021-11-05T19:00:02Z,212
Breiðholtslaug,2021-11-05T19:00:02Z,231
Grafarvogslaug,2021-11-05T19:00:02Z,192
Laugardalslaug,2021-11-05T19:00:02Z,196
Sundhöll Reykjavíkur,2021-11-05T19:00:02Z,347
Vesturbæjarlaug,2021-11-05T19:00:02Z,401
Árbæjarlaug,2021-11-05T19:05:02Z,213
Breiðholtslaug,2021-11-05T19:05:02Z,231
Grafarvogslaug,2021-11-05T19:05:02Z,194
Laugardalslaug,2021-11-05T19:05:02Z,196
Sundhöll Reykjavíkur,2021-11-05T19:05:02Z,348
Vesturbæjarlaug,2021-11-05T19:05:02Z,404
Árbæjarlaug,2021-11-05T19:10:02Z,213
Breiðholtslaug,2021-11-05T19:10:02Z,233
Grafarvogslaug,2021-11-05T19:10:02Z,196
Laugardalslaug,2021-11-05T19:10:02Z,195
Sundhöll Reykjavíkur,2021-11-05T19:10:02Z,354
Vesturbæjarlaug,2021-11-05T19:10:02Z,406
Árbæjarlaug,2021-11-05T19:15:02Z,214
Breiðholtslaug,2021-11-05T19:15:02Z,233
Grafarvogslaug,2021-11-05T19:15:02Z,196
Laugardalslaug,2021-11-05T19:15:02Z,196
Sundhöll Reykjavíkur,2021-11-05T19:15:02Z,356
Vesturbæjarlaug,2021-11-05T19:15:02Z,407
Árbæjarlaug,2021-11-05T19:20:02Z,216
Breiðholtslaug,2021-11-05T19:20:02Z,235
Grafarvogslaug,2021-11-05T19:20:02Z,198
Laugardalslaug,2021-11-05T19:20:02Z,196
Sundhöll Reykjavíkur,2021-11-05T19:20:02Z,357
Vesturbæjarlaug,2021-11-05T19:20:02Z,407
Árbæjarlaug,2021-11-05T19:25:02Z,216
Breiðholtslaug,2021-11-05T19:25:02Z,235
Grafarvogslaug,2021-11-05T19:25:02Z,201
Laugardalslaug,2021-11-05T19:25:02Z,194
Sundhöll Reykjavíkur,2021-11-05T19:25:02Z,360
Vesturbæjarlaug,2021-11-05T19:25:02Z,410
Árbæjarlaug,2021-11-05T19:30:02Z,216
Breiðholtslaug,2021-11-05T19:30:02Z,237
Grafarvogslaug,2021-11-05T19:30:02Z,204
Laugardalslaug,2021-11-05T19:30:02Z,197
Sundhöll Reykjavíkur,2021-11-05T19:30:02Z,363
Vesturbæjarlaug,2021-11-05T19:30:02Z,415
Árbæjarlaug,2021-11-05T19:35:02Z,217
Breiðholtslaug,2021-11-05T19:35:02Z,238
Grafarvogslaug,2021-11-05T19:35:02Z,204
Laugardalslaug,2021-11-05T19:35:02Z,196
Sundhöll Reykjavíkur,2021-11-05T19:35:02Z,365
Vesturbæjarlaug,2021-11-05T19:35:02Z,415
Árbæjarlaug,2021-11-05T19:40:03Z,222
Breiðholtslaug,2021-11-05T19:40:03Z,240
Grafarvogslaug,2021-11-05T19:40:03Z,204
Laugardalslaug,2021-11-05T19:40:03Z,195
Sundhöll Reykjavíkur,2021-11-05T19:40:03Z,366
Vesturbæjarlaug,2021-11-05T19:40:03Z,416
Árbæjarlaug,2021-11-05T19:45:03Z,223
Breiðholtslaug,2021-11-05T19:45:03Z,241
Grafarvogslaug,2021-11-05T19:45:03Z,204
Laugardalslaug,2021-11-05T19:45:03Z,198
Sundhöll Reykjavíkur,2021-11-05T19:45:03Z,370
Vesturbæjarlaug,2021-11-05T19:45:03Z,419
Árbæjarlaug,2021-11-05T19:50:02Z,225
Breiðholtslaug,2021-11-05T19:50:02Z,241
Grafarvogslaug,2021-11-05T19:50:02Z,208
Laugardalslaug,2021-11-05T19:50:02Z,197
Sundhöll Reykjavíkur,2021-11-05T19:50:02Z,372
Vesturbæjarlaug,2021-11-05T19:50:02Z,421
Árbæjarlaug,2021-11-05T19:55:04Z,225
Breiðholtslaug,2021-11-05T19:55:04Z,241
Grafarvogslaug,2021-11-05T19:55:04Z,209
Laugardalslaug,2021-11-05T19:55:04Z,195
Sundhöll Reykjavíkur,2021-11-05T19:55:04Z,373
Vesturbæjarlaug,2021-11-05T19:55:04Z,422
Árbæjarlaug,2021-11-05T20:00:02Z,226
Breiðholtslaug,2021-11-05T20:00:02Z,241
Grafarvogslaug,2021-11-05T20:00:02Z,212
Laugardalslaug,2021-11-05T20:00:02Z,194
Sundhöll Reykjavíkur,2021-11-05T20:00:02Z,376
Vesturbæjarlaug,2021-11-05T20:00:02Z,424
Árbæjarlaug,2021-11-05T20:05:02Z,226
Breiðholtslaug,2021-11-05T20:05:02Z,247
Grafarvogslaug,2021-11-05T20:05:02Z,214
Laugardalslaug,2021-11-05T20:05:02Z,185
Sundhöll Reykjavíkur,2021-11-05T20:05:02Z,378
Vesturbæjarlaug,2021-11-05T20:05:02Z,427
Árbæjarlaug,2021-11-05T20:10:02Z,227
Breiðholtslaug,2021-11-05T20:10:02Z,247
Grafarvogslaug,2021-11-05T20:10:02Z,216
Laugardalslaug,2021-11-05T20:10:02Z,183
Sundhöll Reykjavíkur,2021-11-05T20:10:02Z,380
Vesturbæjarlaug,2021-11-05T20:10:02Z,430
Árbæjarlaug,2021-11-05T20:15:03Z,228
Breiðholtslaug,2021-11-05T20:15:03Z,248
Grafarvogslaug,2021-11-05T20:15:03Z,216
Laugardalslaug,2021-11-05T20:15:03Z,187
